title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year,runtime_for_plot,rounded_averages
Sisu,False,"['Action', 'War', 'Western']",fi,80.345,91,7.509,1701,"['Jorma Tommila', 'Aksel Hennie', 'Jack Doolan', 'Mimosa Willamo']",Unknown,"['world war ii', 'lapland', 'nordic mythology', 'soldier', 'finnish mythology', 'bloody', 'violence']",2023,91,7.5
The Lion King,False,"['Adventure', 'Drama', 'Family', 'Animation']",en,80.12,118,7.118,9522,"['Chiwetel Ejiofor', 'John Oliver', 'James Earl Jones', 'John Kani']",Unknown,"['africa', 'lion', 'prince', 'redemption', 'musical', 'uncle', 'remake', 'grief', 'king', 'family', 'sidekick', 'live action and animation', 'father son relationship', 'live action remake']",2019,118,7.1
Grown Ups 2,False,['Comedy'],en,79.963,101,6.12,4043,"['Adam Sandler', 'Kevin James', 'Chris Rock', 'David Spade']",Unknown,"['friendship', 'journey in the past', 'past', 'friends']",2013,101,6.1
21 Positions,False,['Drama'],es,79.384,97,4.0,1,"['María Lázaro', 'Fernando Barona']",Unknown,[],2023,97,4.0
Spider-Man,False,"['Action', 'Science Fiction']",en,79.371,121,7.288,18061,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco']",Unknown,"['new york city', 'adolescence', 'photographer', 'loss of loved one', 'photography', 'secret identity', 'hostility', 'superhero', 'spider', 'bad boss', 'villain', 'based on comic', 'teenage boy', 'teenage love', 'evil', 'super villain', 'taking responsibility']",2002,121,7.3
Avengers: Age of Ultron,False,"['Action', 'Adventure', 'Science Fiction']",en,79.171,141,7.3,22127,"['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans']",Unknown,"['artificial intelligence (a.i.)', 'superhero', 'based on comic', 'sequel', 'superhero team', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'fictitious country', 'evil robot']",2015,141,7.3
How to Train Your Dragon: The Hidden World,False,"['Animation', 'Family', 'Adventure']",en,79.068,104,7.752,5981,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett']",Unknown,"['based on novel or book', 'flying', 'viking', 'sequel', 'overpopulation', 'dragon', 'love interest', ""based on children's book""]",2019,104,7.8
Godzilla,False,"['Action', 'Drama', 'Science Fiction']",en,78.93,123,6.307,8602,"['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Juliette Binoche', 'Bryan Cranston']",Unknown,"['japan', 'monster', 'san francisco, california', 'hawaii', 'giant monster', 'tsunami', 'remake', 'prehistoric creature', 'golden gate bridge', 'dinosaur', 'kaiju', 'honolulu, hawaii', 'disaster movie', 'global threat', 'animal horror', 'godzilla', 'monsterverse']",2014,123,6.3
Strays,False,"['Comedy', 'Adventure']",en,78.707,93,7.5,624,"['Will Ferrell', 'Jamie Foxx', 'Will Forte', 'Isla Fisher']",Unknown,"['talking dog', 'magic mushroom', 'crude humor', 'male masturbation', 'duringcreditsstinger', 'animal liberation', 'self-liberation', 'abandonment', 'abandoned puppy', 'toxic relationship', 'talking animal']",2023,93,7.5
Aquaman: Heroines of Atlantis,False,['Documentary'],en,78.7,6,5.976,42,"['Nicole Kidman', 'Amber Heard', 'Temuera Morrison']",Unknown,['behind the scenes'],2019,6,6.0
The Lorax,False,"['Animation', 'Family']",en,78.554,86,6.489,3326,"['Danny DeVito', 'Ed Helms', 'Zac Efron', 'Rob Riggle']",Unknown,"['aftermath', 'tree', 'musical', 'family business ', 'money', 'tragic villain', 'consumerism', 'air', ""based on children's book"", 'animal killing', 'walled city', 'reforestation', 'tree cutting', 'mad family', 'clothes factory', 'meme', 'social', 'abused child', 'singing animals', 'fish trio', 'biggering', 'unless']",2012,86,6.5
The Amazing Spider-Man 2,False,"['Action', 'Adventure', 'Science Fiction']",en,78.542,141,6.505,12608,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan']",Unknown,"['experiment', 'obsession', 'superhero', 'based on comic', 'sequel', 'electrocution', 'super power']",2014,141,6.5
From the Ashes,False,"['Thriller', 'Drama']",ar,78.336,92,6.1,16,"[""Alshaima'a Tayeb"", 'Khairia Abu Laban', 'Adwaa Fahad', 'Darin Al Bayed']",Unknown,"[""girls' school""]",2024,92,6.1
Cars 2,False,"['Animation', 'Family', 'Adventure', 'Comedy']",en,78.272,106,6.094,7311,"['Larry the Cable Guy', 'Owen Wilson', 'Michael Caine', 'Emily Mortimer']",Unknown,"['car race', 'sequel', 'anthropomorphism', 'best friend', 'duringcreditsstinger']",2011,106,6.1
Skull: The Mask,False,"['Horror', 'Fantasy']",pt,77.915,89,5.35,30,"['Natallia Rodrigues', 'Wilton Andrade', 'Ivo Müller', 'Tristan Aronovich']",Unknown,"['possession', 'gore', 'revenge', 'human sacrifice', 'slasher', 'military weapons', 'ritual sacrifice', 'skull mask', 'vengeance', 'splatter film', 'splatter']",2020,89,5.4
Star Wars,False,"['Adventure', 'Action', 'Science Fiction']",en,77.843,121,8.205,19607,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing']",Unknown,"['empire', 'galaxy', 'rebellion', 'android', 'hermit', 'smuggling (contraband)', 'freedom', 'rebel', 'superhero', 'rescue mission', 'space', 'planet', 'desert', 'super power', 'oppression', 'space opera', 'wizard', 'totalitarianism']",1977,121,8.2
The Hangover,False,['Comedy'],en,77.352,100,7.3,16152,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha']",Unknown,"['blackjack', 'stag night', 'lost weekend', 'chapel', 'hit with tire iron', 'memory loss', 'las vegas', 'drugs']",2009,100,7.3
Ghostbusters: Afterlife,False,"['Fantasy', 'Comedy', 'Adventure']",en,77.24,124,7.422,4114,"['Mckenna Grace', 'Finn Wolfhard', 'Carrie Coon', 'Bokeem Woodbine']",Unknown,"['small town', 'afterlife', 'ghostbuster', 'nostalgia', 'sequel', 'ghost', 'aftercreditsstinger', 'duringcreditsstinger', 'dead grandfather', 'ancient evil', 'otherworldly beings', 'paranormal events', 'father absence', 'ghostbusters']",2021,124,7.4
Sleep,False,"['Horror', 'Mystery', 'Drama']",ko,76.994,95,6.6,18,"['Jung Yu-mi', 'Lee Sun-kyun', 'Kim Kuk-hee', 'Lee Kyung-jin']",Unknown,"['married couple', 'sleep', 'sleepwalking']",2023,95,6.6
Sonic the Hedgehog,False,"['Action', 'Science Fiction', 'Comedy', 'Family']",en,76.959,99,7.332,9095,"['Ben Schwartz', 'James Marsden', 'Tika Sumpter', 'Jim Carrey']",Unknown,"['friendship', 'video game', 'san francisco, california', 'road trip', 'cop', 'based on video game', 'duringcreditsstinger', 'bar fight', 'hedgehog', 'live action and animation', 'live action remake', 'flossing', 'sonic']",2020,99,7.3
Sing,False,"['Animation', 'Comedy', 'Family', 'Music']",en,76.928,108,7.11,7603,"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane', 'Scarlett Johansson']",Unknown,"['anthropomorphism', 'singing', 'singing competition']",2016,108,7.1
Below Her Mouth,False,"['Drama', 'Romance']",en,76.879,92,6.8,1076,"['Erika Linder', 'Natalie Krill', 'Sebastian Pigott', 'Mayko Nguyen']",Unknown,"['sexual identity', 'infidelity', 'female friendship', 'love', 'lesbian relationship', 'female protagonist', 'love affair', 'lust', 'lesbian sex', 'sexual desire', 'lgbt', 'woman director', 'erotic movie', 'gender identity', 'gay theme', 'lesbian']",2017,92,6.8
Cars 3,False,"['Animation', 'Adventure', 'Comedy', 'Family']",en,76.851,102,6.9,5415,"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Nathan Fillion']",Unknown,"['trainer', 'sequel', 'anthropomorphism', 'travel', 'racing', 'high tech']",2017,102,6.9
One Piece: Episode of Skypiea,False,"['Animation', 'Action', 'Adventure', 'Comedy']",ja,76.618,104,7.316,68,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi']",Unknown,"['friendship', 'friends', 'pirate', 'based on manga', 'shounen', 'anime', 'remastering']",2018,104,7.3
The Mercenary,False,['Action'],en,76.372,91,6.104,24,"['Dominique Vandenberg', 'Louis Mandylor', 'Carmen Argenziano', 'Manny Alva']",Unknown,[],2020,91,6.1
The Princess and the Frog,False,"['Romance', 'Family', 'Animation']",en,76.326,98,7.204,5217,"['Anika Noni Rose', 'Bruno Campos', 'Jim Cummings', 'Michael-Leon Wooley']",Unknown,"['princess', 'voodoo', 'new orleans, louisiana', 'restaurant', 'kiss', 'cajun', 'firefly', 'based on fairy tale', 'duringcreditsstinger', 'big dreams', 'frog prince', 'charlatan', '1920s', 'magic spell']",2009,98,7.2
All of Us Strangers,False,"['Drama', 'Romance', 'Fantasy']",en,76.325,106,7.8,39,"['Andrew Scott', 'Paul Mescal', 'Carter John Grout', 'Jamie Bell']",Unknown,"['london, england', 'based on novel or book', 'isolation', 'screenwriter', 'gay club', 'surrealism', 'nostalgia', 'alcoholism', 'love', 'grief', 'loneliness', 'neighbor', 'memory', 'childhood home', 'death', 'magic realism', 'high rise', 'tower block', 'lgbt', 'record player', 'drunkenness', 'christmas', 'metaphysical', 'father son relationship', 'mother son relationship', 'gay theme', 'male protagonist', 'independent film', 'apartment', ""boys' love (bl)"", 'shot on film', 'death of parents', 'dorking, england']",2023,106,7.8
To Catch a Killer,False,['Thriller'],en,76.184,119,6.971,752,"['Shailene Woodley', 'Ben Mendelsohn', 'Jovan Adepo', 'Ralph Ineson']",Unknown,"[""new year's eve"", 'mass murder', 'fbi', 'investigation', 'slaughterhouse', 'mass killing', 'homicide investigation', 'federal bureau of investigation', 'baltimore, maryland']",2023,119,7.0
Your Name.,False,"['Romance', 'Animation', 'Drama']",ja,76.137,106,8.499,10714,"['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yuki']",Unknown,"['race against time', 'afterlife', 'natural disaster', 'supernatural', 'time travel', 'comet', 'romance', 'tragedy', 'school', 'body-swap', 'nonlinear timeline', 'star crossed lovers', 'anime', 'dreams']",2016,106,8.5
Stranded: I've Come from a Plane That Crashed on the Mountains,False,"['Documentary', 'History']",es,76.107,127,7.444,18,"['José Pedro Algorta Durán', 'Roberto Canessa', 'Alfredo Daniel Delgado Salaberri', 'Daniel Fernández Strauch']",Unknown,"['1970s', 'docudrama', 'struggle for survival', 'andes mountains', 'plane crash', 'crash survivor']",2008,127,7.4
Shang-Chi and the Legend of the Ten Rings,False,"['Action', 'Adventure', 'Fantasy']",en,76.074,132,7.571,8771,"['Simu Liu', 'Awkwafina', ""Meng'er Zhang"", 'Fala Chen']",Unknown,"['martial arts', 'superhero', 'based on comic', 'mixed martial arts', 'east asian lead', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'father son relationship']",2021,132,7.6
Pretty Woman,False,"['Comedy', 'Romance']",en,76.028,119,7.462,7688,"['Richard Gere', 'Julia Roberts', 'Ralph Bellamy', 'Jason Alexander']",Unknown,"['hotel', 'friendship', 'prostitute', 'sports car', 'capitalism', 'expensive restaurant', 'workaholic', 'fire escape', 'los angeles, california', 'beverly hills', 'piano', 'bubble bath']",1990,119,7.5
The Conjuring,False,"['Horror', 'Thriller']",en,75.914,112,7.541,10952,"['Patrick Wilson', 'Vera Farmiga', 'Lili Taylor', 'Ron Livingston']",Unknown,"['sibling relationship', '1970s', 'cellar', 'exorcism', 'haunted house', 'possession', 'satanism', 'rhode island', 'based on true story', 'paranormal investigation', 'crucifix', 'ghost', 'demonic', 'demonology', 'psychic vision', 'the conjuring universe']",2013,112,7.5
The Wandering Earth II,False,"['Science Fiction', 'Action', 'Drama']",zh,75.894,173,7.266,438,"['Andy Lau', 'Wu Jing', 'Sha Yi', 'Zhu Yanmanzi']",Unknown,"['space travel', 'space station', 'earth in peril', 'global threat', 'giant engine', 'global government']",2023,173,7.3
Someday We'll Tell Each Other Everything,False,['Drama'],de,75.865,129,5.929,7,"['Marlene Burow', 'Felix Kramer', 'Cedric Eich', 'Silke Bodenbender']",Unknown,[],2023,129,5.9
Heart of Stone,False,"['Thriller', 'Action']",en,75.646,124,6.9,1444,"['Gal Gadot', 'Jamie Dornan', 'Alia Bhatt', 'Sophie Okonedo']",Unknown,"['saving the world', 'espionage', 'spy', 'mi6', 'british spy', 'female spy']",2023,124,6.9
The Twilight Saga: Breaking Dawn - Part 1,False,"['Adventure', 'Fantasy', 'Romance']",en,75.607,117,6.203,8389,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke']",Unknown,"['based on novel or book', 'vampire', 'hybrid', 'teen movie', 'werewolf', 'supernatural creature', 'dead', 'duringcreditsstinger', 'based on young adult novel']",2011,117,6.2
San Andreas,False,"['Action', 'Drama', 'Thriller']",en,75.563,114,6.232,8189,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino', 'Ioan Gruffudd']",Unknown,"['california', 'earthquake', 'disaster', 'tidal wave', 'catastrophe', 'disaster movie', 'san andreas, california', 'helicopter crash', 'rescue operation']",2015,114,6.2
