actor,avg_rating,avg_popularity,movie_count
Barry Pepper,5.778666666666666,34.935833333333335,6
Bella Thorne,6.446625,44.389125,8
Ben Affleck,6.584310344827586,33.93824137931034,29
Ben Cross,6.292199999999999,20.8504,5
Ben Foster,6.6535789473684215,26.57978947368421,19
Ben Gazzara,6.9982,17.588,5
Ben Hardy,6.8208,27.5782,5
Ben Johnson,6.632714285714286,15.643714285714285,7
Ben Kingsley,6.703387096774194,26.402870967741936,31
Ben Mendelsohn,6.662583333333333,39.78241666666667,12
Ben Schwartz,5.783333333333334,37.71816666666667,6
Ben Stiller,6.29668,30.397199999999998,25
Ben Whishaw,6.910857142857144,24.715285714285717,7
Benedict Cumberbatch,7.23925,45.0716875,16
Benicio del Toro,6.703833333333333,27.293916666666664,12
Benjamin Bratt,6.578222222222222,42.41077777777778,9
Benoît Magimel,6.467,17.64766666666667,6
Benoît Poelvoorde,6.2748333333333335,17.057666666666666,6
Bette Midler,6.489,27.354333333333333,6
Beverly D'Angelo,7.052,30.239333333333335,6
Bill Farmer,7.0344,22.304,10
Bill Hader,6.445545454545454,38.36636363636364,11
Bill Murray,6.5192499999999995,26.867041666666665,24
Bill Nighy,6.653071428571429,60.89335714285714,14
Bill Paxton,6.643777777777777,25.627,18
Bill Pullman,6.465,21.060235294117646,17
Billy Bob Thornton,6.4078125,25.1199375,16
Billy Burke,6.522714285714286,36.187,7
Billy Connolly,6.1114999999999995,25.266833333333334,6
Billy Crudup,6.5665,30.715374999999998,8
Billy Crystal,6.515875,20.710250000000002,8
Billy Zane,6.131833333333333,27.38308333333333,12
Blake Lively,6.399,27.308333333333334,6
Blythe Danner,6.7012,24.9466,5
Bob Balaban,6.883857142857143,18.530571428571427,7
Bob Hoskins,6.480333333333333,26.916,6
Bobby Cannavale,6.432416666666666,24.14675,12
Bonnie Hunt,6.659333333333333,26.714,9
Booboo Stewart,6.788857142857142,31.366714285714288,7
Boris Karloff,7.075714285714286,18.139857142857142,7
Boyd Holbrook,6.373125,55.783500000000004,8
Brad Dourif,6.348833333333334,26.706500000000002,12
Brad Pitt,7.068891891891892,36.37581081081081,37
Bradford Dillman,6.535166666666666,16.222833333333334,6
Bradley Cooper,6.607925925925925,33.711814814814815,27
Bradley Whitford,6.785428571428571,23.06742857142857,7
Breckin Meyer,5.917285714285714,31.997714285714288,7
Brenda Song,6.0448,17.3474,5
Brendan Fraser,6.206277777777778,26.13883333333333,18
Brendan Gleeson,6.749904761904761,28.198238095238096,21
Brenton Thwaites,6.437125,32.445125,8
Brian Cox,6.411857142857143,24.655285714285714,14
Brian Dennehy,6.841,31.827111111111112,9
Brian Tyree Henry,4.519333333333333,46.126222222222225,9
Bridget Fonda,6.5648,17.9125,10
Bridget Moynahan,6.6302,26.986400000000003,5
Brie Larson,6.7679,170.84269999999998,10
Britt Robertson,6.97575,23.161375,8
Brittany Murphy,6.6426,21.4378,10
Brittany Snow,6.3225,30.064124999999997,8
Brooke Shields,6.3308333333333335,20.448833333333333,6
Bruce Campbell,6.683199999999999,20.815199999999997,5
Bruce Davison,5.8823333333333325,19.726666666666667,6
Bruce Dern,6.700222222222222,18.113444444444443,9
Bruce Greenwood,6.565214285714285,28.294,14
Bruce Lee,6.862833333333334,22.174000000000003,6
Bruce Willis,6.08277027027027,23.499202702702704,74
Bruno Bichir,7.498833333333334,30.218333333333334,6
Bruno Ganz,7.449,16.6302,5
Bryan Cranston,6.710705882352941,43.92170588235294,17
Bryce Dallas Howard,6.746428571428572,51.467499999999994,14
Bubba Smith,5.5228,24.3716,5
Bud Spencer,6.8829090909090915,14.529272727272728,11
Burt Lancaster,7.052727272727273,15.291363636363638,11
Burt Reynolds,6.3065,21.183333333333334,12
Burt Young,6.383666666666667,32.58022222222222,9
C. Thomas Howell,7.110142857142857,23.914142857142856,7
Cailee Spaeny,3.8542,49.575,5
Caleb Landry Jones,7.1370000000000005,36.20333333333333,6
Cam Gigandet,6.2775,26.2006,10
Cameron Diaz,6.337032258064516,32.798096774193546,31
Candice Bergen,6.6038,22.1428,5
Carey Mulligan,6.509769230769231,23.065461538461538,13
Carl Weathers,7.2536000000000005,41.003,5
Carla Gugino,6.126363636363636,24.665090909090907,11
Carlos Espejel,7.5542,24.6156,5
Carrie Fisher,7.3523,43.067,10
Carrie-Anne Moss,6.912571428571428,29.354071428571427,14
Carroll Baker,6.8268571428571425,19.471,7
Cary Elwes,6.5991875,27.5105,16
Cary Grant,7.1411428571428575,15.869071428571429,14
Cary-Hiroyuki Tagawa,5.767333333333333,20.253888888888888,9
Casey Affleck,6.6761,20.075499999999998,10
Casey Kasem,7.39375,21.044249999999998,8
Casper Van Dien,6.0334,29.660000000000004,5
Cate Blanchett,6.883826086956522,34.12547826086956,23
Catherine Deneuve,7.383857142857143,15.054142857142859,7
Catherine Keener,6.698833333333333,27.346166666666665,12
Catherine O'Hara,6.1463636363636365,36.166000000000004,11
Catherine Zeta-Jones,6.3067777777777785,29.53761111111111,18
Cathy Moriarty,6.780799999999999,24.1966,5
Cedric the Entertainer,5.9124,18.743199999999998,10
Chad Michael Collins,6.1411428571428575,26.003285714285713,7
Chad Michael Murray,5.549,23.15475,8
Chadwick Boseman,6.743333333333333,31.885499999999997,6
Chang Chen,6.981625,15.77975,8
Channing Tatum,6.556578947368421,25.13073684210526,19
Charlene Choi,6.516800000000001,18.411,5
Charles Bronson,6.5785,22.1714,10
Charles Dance,6.5445,30.20125,8
Charles Durning,7.0408,17.8528,5
Charles Grodin,6.2988333333333335,20.621166666666667,6
Charles Laughton,7.2604,24.343600000000002,5
Charlie Chaplin,8.222800000000001,16.6428,5
Charlie Day,6.224714285714286,58.67342857142857,7
Charlie Hunnam,6.768363636363636,28.76309090909091,11
Charlie Sheen,6.287625,23.2133125,16
Charlize Theron,6.587833333333333,25.42716666666667,30
Charlotte Gainsbourg,6.5274,24.7758,5
Charlotte Rampling,6.507230769230769,18.043692307692307,13
Charlton Heston,7.054384615384615,21.559846153846156,13
Chazz Palminteri,6.5296666666666665,18.334500000000002,6
Cheech Marin,6.6575999999999995,19.4714,5
Cher,6.9786,18.017,5
Chevy Chase,6.036272727272728,18.97218181818182,11
Chie Nakamura,7.213363636363636,34.227363636363634,11
Chingmy Yau,6.189,19.225,5
Chiwa Saito,7.316599999999999,15.4602,5
Chiwetel Ejiofor,6.3994,40.912666666666674,15
Chloë Grace Moretz,6.711388888888888,28.21066666666667,18
Choi Min-sik,6.6324,21.3247,10
Chow Yun-fat,6.3641,17.032400000000003,10
Chris Carmack,5.1692,23.5704,5
Chris Cooper,6.932733333333333,21.199133333333332,15
Chris Diamantopoulos,6.848999999999999,31.418285714285712,7
Chris Evans,6.78309090909091,44.90481818181818,33
Chris Hemsworth,6.268476190476191,60.17952380952381,21
Chris Klein,6.033666666666666,29.203833333333336,6
Chris Messina,6.470428571428571,23.101285714285716,7
Chris O'Donnell,6.1626666666666665,20.8085,6
Chris O'Dowd,6.6812,18.2208,5
Chris Pine,6.6194999999999995,112.12565,20
Chris Pratt,6.640949999999999,66.89665,20
Chris Rock,6.361277777777778,32.21577777777778,18
Chris Sarandon,7.066571428571429,30.15142857142857,7
Chris Tucker,6.7818,33.0086,5
Christian Bale,6.719818181818182,33.38342424242424,33
Christian Clavier,6.525857142857142,17.885857142857144,7
Christian Slater,6.378125,19.1556875,16
Christina Applegate,6.1147,21.7541,10
Christina Hendricks,6.836799999999999,25.301,5
Christina Ricci,6.373263157894737,20.264368421052634,19
Christine Taylor,6.2143999999999995,18.750999999999998,5
Christoph Waltz,6.825428571428572,51.353071428571425,14
Christophe Lambert,5.436222222222223,19.745444444444445,9
Christopher Abbott,6.3504,22.4988,5
Christopher Eccleston,6.594166666666666,28.068166666666666,6
Christopher Lee,6.4622222222222225,19.605222222222224,9
Christopher Lloyd,7.135857142857143,32.875,14
Christopher McDonald,5.599,25.35775,8
Christopher Meloni,6.236,16.50342857142857,7
Christopher Mintz-Plasse,6.869,25.422250000000002,8
Christopher Plummer,6.78755,25.32785,20
Christopher Reeve,6.29025,22.922875,8
Christopher Walken,6.655380952380953,23.426714285714286,21
Ciarán Hinds,6.482272727272728,23.64909090909091,11
Cillian Murphy,6.772333333333333,62.46183333333334,12
Claire Danes,6.866714285714286,21.73757142857143,7
Claire Forlani,6.423571428571428,21.906714285714287,7
Claire Foy,6.635,16.5138,5
Clancy Brown,6.445461538461538,27.503692307692308,13
Claude Rains,7.5652,19.7786,5
Cliff Curtis,6.40490909090909,26.501545454545454,11
Clifton Collins Jr.,6.585666666666666,64.24849999999999,6
Clint Eastwood,6.941097560975609,21.010609756097562,41
Clive Owen,6.626380952380952,21.23747619047619,21
Cloris Leachman,6.402333333333334,17.785833333333333,6
Cole Hauser,5.78,23.483571428571427,7
Cole Sprouse,5.5287999999999995,22.6124,5
Colin Farrell,6.428433333333333,24.694266666666667,30
Colin Firth,6.569,23.58484,25
Colm Feore,6.0776666666666666,19.30516666666667,6
Colm Meaney,6.329,41.934799999999996,5
Common,6.6684,34.2442,5
Connie Britton,6.584666666666667,16.833333333333332,6
Connie Nielsen,6.0974545454545455,73.2900909090909,11
Corey Hawkins,6.986400000000001,31.5108,5
Costas Mandylor,6.150399999999999,32.3658,5
Courteney Cox,6.313083333333334,23.10025,12
Courtney B. Vance,6.111,21.9335,6
Craig Bierko,6.733199999999999,30.4706,5
Craig Ferguson,7.267571428571428,42.278000000000006,7
Craig Robinson,6.0888333333333335,29.865666666666666,6
Craig T. Nelson,6.797499999999999,52.630125,8
Cuba Gooding Jr.,6.863176470588236,28.46035294117647,17
Curtis Armstrong,6.152833333333334,16.328333333333333,6
Cynthia Erivo,5.478199999999999,18.5054,5
Cécile de France,6.579833333333333,25.764333333333337,6
Daiki Yamashita,6.234,27.9438,5
Daisy Ridley,6.716800000000001,43.449799999999996,5
Dakota Fanning,6.722533333333333,41.1702,15
Dakota Johnson,6.119769230769231,42.98946153846154,13
Dan Aykroyd,6.156954545454545,23.480090909090908,22
Dan Fogler,6.422166666666667,28.623,6
Dan Hedaya,6.489,20.04,5
Dan Stevens,5.078818181818182,44.63254545454546,11
Dane Cook,5.793166666666667,19.674166666666668,6
Dane DeHaan,6.761500000000001,35.76283333333333,6
Daniel Auteuil,6.993625,14.572125,8
Daniel Brühl,6.850875,24.9135,8
Daniel Craig,6.800176470588235,32.74976470588235,17
Daniel Day-Lewis,7.054636363636363,18.105636363636364,11
Daniel Radcliffe,7.082545454545454,65.52054545454546,22
Daniel Stern,6.2134,39.9406,5
Danielle Panabaker,5.793428571428571,22.51914285714286,7
Danny Aiello,6.814777777777778,19.68911111111111,9
Danny DeVito,6.660190476190476,25.26366666666667,21
Danny Glover,6.517894736842106,27.516842105263162,19
Danny Huston,6.435615384615384,17.688153846153845,13
Danny McBride,6.410555555555556,33.73444444444445,9
Danny Trejo,5.739,26.945333333333334,15
Dany Boon,6.1321666666666665,15.566833333333333,6
Darren Criss,7.3262,84.92479999999999,5
Daryl Hannah,6.399555555555555,23.29011111111111,9
Dave Bautista,6.534777777777778,43.290333333333336,18
Dave Franco,5.751333333333333,21.25011111111111,9
Dave Goelz,6.771333333333334,16.61616666666667,6
David Arquette,6.295888888888888,27.256333333333334,9
David Carradine,6.529285714285714,20.845428571428574,7
David Cross,5.983,28.068571428571428,7
David Duchovny,6.034714285714286,16.632142857142856,7
David Graf,5.364,23.224999999999998,6
David Harbour,5.921125,55.990375,8
David Hasselhoff,4.8182,19.0292,5
David Morrissey,5.8824,16.7792,5
David Morse,6.911285714285714,25.456,7
David Niven,6.76,17.747625,8
David Ogden Stiers,6.365,33.5329,10
David Oyelowo,6.696692307692308,61.70076923076923,13
David Schwimmer,6.710857142857143,34.44414285714286,7
David Spade,6.352363636363637,35.70981818181818,11
David Strathairn,6.821,22.638846153846153,13
David Thewlis,6.55175,25.1790625,16
David Warner,6.703571428571428,17.290714285714284,7
David Wenham,7.045333333333333,24.363833333333332,6
Dax Shepard,5.813833333333332,19.621166666666664,6
DeForest Kelley,6.764799999999999,20.8656,5
Dean Norris,6.749,21.3666,5
Debby Ryan,6.316,15.923,6
Debi Derryberry,7.039833333333333,21.795166666666663,6
Deborah Kara Unger,6.272285714285714,16.797714285714285,7
Debra Messing,6.473571428571428,23.672285714285714,7
Dee Bradley Baker,6.599875,16.389,8
Delroy Lindo,5.366615384615385,18.501384615384616,13
Demi Moore,6.238,21.525875,16
Demián Bichir,6.089555555555555,25.936555555555557,9
Denis Leary,6.529333333333334,41.434666666666665,9
Denise Richards,6.431375,24.666625,8
Dennis Haysbert,6.0108,20.55,5
Dennis Hopper,6.339555555555555,20.936888888888888,9
Dennis Quaid,6.537551724137931,23.07003448275862,29
Denzel Washington,6.6635,28.645473684210526,38
Derek Luke,6.733,14.255166666666668,6
Derek Nelson,5.135,23.0678,5
Dermot Mulroney,6.329526315789473,21.78252631578947,19
Dev Patel,6.145499999999999,25.887333333333334,12
Devon Sawa,5.936333333333334,23.2405,6
Diana Kaarina,7.024800000000001,26.0268,5
Diane Keaton,6.670944444444444,20.514333333333333,18
Diane Kruger,6.595916666666667,22.594083333333334,12
Diane Lane,6.4287368421052635,21.04742105263158,19
Dianne Wiest,6.906666666666666,19.71811111111111,9
Diego Luna,6.785555555555556,24.21677777777778,9
Dina Meyer,6.2216000000000005,22.2232,5
Diora Baird,5.49,26.797999999999995,5
Djimon Hounsou,6.133636363636364,69.05963636363636,11
Do Mo-Se,5.966666666666666,27.403833333333335,6
Dolph Lundgren,5.9382222222222225,26.283277777777776,18
Dom DeLuise,6.270714285714285,17.399,7
Domhnall Gleeson,7.248,30.61025,8
Dominic Cooper,6.515727272727273,25.834727272727275,11
Dominic Purcell,6.281833333333334,20.3755,6
Dominic West,6.458666666666667,24.432444444444442,9
Don Ameche,6.8420000000000005,19.599600000000002,5
Don Cheadle,6.594857142857142,25.29057142857143,21
Don Johnson,5.934166666666666,16.055333333333333,6
Don Rickles,7.1122,45.757,5
Donald Pleasence,6.445538461538462,20.24953846153846,13
Donald Sutherland,6.603149999999999,19.961000000000002,20
Donnie Yen,6.814222222222222,38.63322222222222,18
Doug Jones,6.6036,32.192,5
Dougray Scott,6.2946,39.2852,5
Dove Cameron,7.1255,27.624000000000002,8
Drew Barrymore,6.472818181818181,25.046727272727274,22
Dustin Hoffman,6.838903225806452,26.291483870967745,31
Dwayne Johnson,6.183878787878788,37.622151515151515,33
Dwight Yoakam,6.483,21.123399999999997,5
Dylan Baker,6.805,16.663,5
Dylan McDermott,6.269142857142858,25.883,7
Dylan O'Brien,6.828888888888889,37.28211111111111,9
Ed Asner,6.584833333333333,47.95850000000001,6
Ed Harris,6.6136,23.4476,25
Ed Helms,6.5801,46.5265,10
Ed Skrein,5.450111111111111,62.29155555555556,9
Eddie Albert,6.8586,19.2348,5
Eddie Griffin,5.282666666666667,21.6075,6
Eddie Marsan,6.570333333333333,18.768333333333334,6
Eddie Murphy,6.191828571428571,31.929657142857142,35
Eddie Redmayne,6.808333333333334,32.09941666666666,12
Edgar Ramírez,6.482375,27.80675,8
Edward Burns,6.2962,20.71,5
Edward Furlong,6.202125,24.6675,8
Edward James Olmos,7.2644,28.1642,5
Edward Norton,7.212166666666666,31.868722222222218,18
Elena Anaya,6.290833333333333,29.127166666666668,6
Eli Wallach,7.244400000000001,26.3876,5
Elias Koteas,5.994,21.704666666666665,9
Elijah Wood,6.6859375,37.9000625,16
Elisabeth Moss,6.6046000000000005,27.260200000000005,5
Elisabeth Shue,6.3062,23.5229,10
Elizabeth Banks,6.413388888888889,103.73744444444444,18
Elizabeth Daily,6.111800000000001,16.9506,5
Elizabeth Mitchell,6.4342,24.053,5
Elizabeth Olsen,6.551333333333333,47.478166666666674,6
Elizabeth Perkins,6.047,23.642375,8
Elizabeth Peña,6.797,17.2316,5
Elle Fanning,6.699923076923077,24.426538461538463,13
Ellen Barkin,6.185599999999999,19.9182,5
Ellen Burstyn,6.5442857142857145,26.039714285714286,7
Elliot Page,6.811,18.535714285714285,7
Elsie Fisher,5.538333333333334,39.652166666666666,6
Elvis Tsui Kam-Kong,5.5914,23.8698,5
Embeth Davidtz,6.9338,27.1986,5
Emi Takei,7.340000000000001,18.8012,5
Emile Hirsch,6.543611111111111,26.068277777777777,18
Emilia Clarke,6.907857142857142,42.883428571428574,7
Emilio Estevez,6.474888888888889,16.273222222222223,9
Emily Blunt,6.3010769230769235,43.163999999999994,26
Emily Browning,6.1722,29.2378,5
Emily Mortimer,6.5600000000000005,33.62542857142857,7
Emily Watson,7.184454545454545,21.34290909090909,11
Emma Roberts,6.5079375,25.518875,16
Emma Stone,6.831095238095238,60.82495238095238,21
Emma Thompson,7.0366875,28.155375,16
Emma Watson,7.214388888888889,79.55294444444445,18
Emmanuelle Chriqui,5.5112,15.472,5
Eoin Macken,6.1468,18.2994,5
Eric Bana,6.844214285714286,27.219714285714286,14
Eric Bauza,6.759,21.0764,5
Eric Christian Olsen,5.798666666666667,19.233166666666666,6
Eric Roberts,5.5315,15.1115,6
Eric Stoltz,6.676333333333333,14.170333333333332,6
Eric Tsang,6.644833333333334,18.351333333333333,6
Erica Lindbeck,6.703999999999999,15.669,5
Erika Christensen,6.3422,18.4418,5
Ernest Borgnine,6.907,19.90277777777778,9
Ethan Hawke,6.760454545454546,28.02166666666667,33
Eugene Levy,5.890714285714286,19.732285714285716,7
Eugenio Derbez,7.539875,118.28762499999999,8
Eva Green,6.537416666666666,27.64225,12
Eva Mendes,6.218222222222222,25.143555555555555,9
Evan Rachel Wood,6.191,16.5444,5
Eve Hewson,6.693599999999999,22.083199999999998,5
Everett McGill,6.952,18.2936,5
Ewan McGregor,6.6169,25.536633333333334,30
Ewen Bremner,6.921600000000001,23.221,5
F. Murray Abraham,7.248875,30.438375,8
Fairuza Balk,6.3696,22.999000000000002,5
Famke Janssen,6.284538461538461,33.90469230769231,13
Fan Bingbing,6.5600000000000005,15.776,5
Faye Dunaway,6.582428571428571,18.761214285714285,14
Felicity Jones,6.7182,20.7899,10
Femi Benussi,5.135,26.0454,5
Finn Wolfhard,5.476500000000001,40.86633333333334,6
Fiona Dourif,6.0152,24.235599999999998,5
Florence Pugh,6.156499999999999,28.660500000000003,10
Forest Whitaker,6.493555555555555,22.428703703703704,27
Frances McDormand,7.049333333333333,23.65575,12
Frank Finlay,6.4902,30.812599999999996,5
Frank Grillo,6.149578947368421,23.93273684210526,19
Frank Langella,6.3826,19.6102,10
Frank Oz,6.6701999999999995,16.3356,5
Frank Welker,7.382611111111111,20.101583333333334,36
Frank Whaley,6.6861999999999995,22.9214,5
Franka Potente,7.1202,32.82,5
Frankie Muniz,5.465,16.9426,5
François Civil,7.208799999999999,24.904,5
François Cluzet,6.7585999999999995,24.5406,5
Fred Tatasciore,6.912833333333334,20.171,6
Fred Ward,6.406833333333334,22.394833333333334,6
Freddie Highmore,6.537166666666667,33.361,12
Freddie Prinze Jr.,5.654111111111111,23.072222222222223,9
Freida Pinto,6.4106,27.1522,5
Fumiko Orikasa,7.2274,16.488400000000002,5
Gabriel Byrne,6.598294117647058,23.830411764705882,17
Gabriel Macht,5.991666666666667,18.161166666666666,6
Gabriele Tinti,5.471857142857142,24.23,7
Gabrielle Union,6.404300000000001,21.0998,10
Gaby Hoffmann,6.546600000000001,19.1634,5
Gael García Bernal,7.123875,35.00625,8
Gal Gadot,6.767666666666667,57.93300000000001,9
Gang Dong-won,6.508,20.9754,5
Garrett Hedlund,6.554749999999999,29.6125,12
Gary Busey,6.52075,24.039125000000002,8
Gary Oldman,6.7691333333333334,32.5629,30
Gary Sinise,6.699777777777778,24.159888888888887,9
Geena Davis,6.5688,24.0561,10
Gemma Arterton,6.334666666666667,28.381666666666664,6
Gena Rowlands,6.995166666666666,25.465166666666665,6
Gene Hackman,6.787857142857143,21.034464285714286,28
Gene Kelly,7.26,17.035,5
Gene Wilder,6.9623333333333335,34.334777777777774,9
Geoffrey Lewis,6.0874,17.4948,5
Geoffrey Rush,6.859285714285714,41.591499999999996,14
George C. Scott,7.18725,18.30725,8
George Carlin,6.1850000000000005,19.6062,5
George Clooney,6.508923076923077,22.648653846153845,26
George Kennedy,6.533333333333334,20.067833333333333,6
George Lopez,5.8742,19.7478,5
George MacKay,7.032,19.70075,8
George Sanders,7.352714285714286,19.32785714285714,7
Geraldine Viswanathan,5.497833333333333,17.3615,6
Gerard Butler,6.638933333333333,35.6179,30
Gideon Adlon,6.5908,80.37180000000001,5
Gilles Lellouche,6.4166,22.3514,5
Gillian Anderson,6.50975,17.77875,8
Gillian Jacobs,6.4094,23.8548,5
Gina Gershon,6.559399999999999,27.082,5
Gina Rodriguez,6.358714285714286,23.841,7
Ginnifer Goodwin,7.0602,41.366,5
Giovanni Ribisi,6.326272727272727,20.948545454545453,11
Glenn Close,6.4745625,24.466875,16
Goldie Hawn,6.342428571428571,19.204,7
Golshifteh Farahani,7.111428571428571,35.03528571428571,7
Gong Li,7.03825,20.0925,8
Graham Greene,7.1768,23.415399999999998,5
Greg Cipes,7.1494,28.956200000000003,5
Greg Kinnear,6.625421052631578,17.761052631578945,19
Gregory Peck,7.2521,18.369400000000002,10
Greta Gerwig,6.441800000000001,14.1784,5
Grey DeLisle,7.393,20.93732142857143,28
Gugu Mbatha-Raw,6.7057777777777785,97.06855555555556,9
Guillaume Canet,6.449777777777778,45.37566666666666,9
Guy Pearce,6.782307692307692,33.50073076923077,26
